"4","1467822272","Mon Apr 06 22:22:45 PDT 2009","NO_QUERY","ersle","I LOVE @Health4UandPets u guys r the best!! "
"4","1467822273","Mon Apr 06 22:22:45 PDT 2009","NO_QUERY","becca210","im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!"
"4","1467822283","Mon Apr 06 22:22:46 PDT 2009","NO_QUERY","Wingman29","@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
"4","1467822287","Mon Apr 06 22:22:46 PDT 2009","NO_QUERY","katarinka","Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
"4","1467822293","Mon Apr 06 22:22:46 PDT 2009","NO_QUERY","_EmilyYoung","@LovesBrooklyn2 he has that effect on everyone "
"4","1467822391","Mon Apr 06 22:22:47 PDT 2009","NO_QUERY","ajarofalmonds","@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!"
"4","1467822447","Mon Apr 06 22:22:51 PDT 2009","NO_QUERY","vmdavinci","@r_keith_hill Thans for your response. Ihad already find this answer "
"4","1467822465","Mon Apr 06 22:22:48 PDT 2009","NO_QUERY","jessicavaliyi","@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
"4","1467822489","Mon Apr 06 22:22:49 PDT 2009","NO_QUERY","emmasaur28","@tommcfly ah, congrats mr fletcher for finally joining twitter "
"4","1467822496","Mon Apr 06 22:22:49 PDT 2009","NO_QUERY","SherylBreuker","@e4VoIP I RESPONDED  Stupid cat is helping me type. Forgive errors "
"4","1467822530","Mon Apr 06 22:22:49 PDT 2009","NO_QUERY","claaare","crazy day of school. there for 10 hours straiiight. about to watch the hills. @spencerpratt told me too! ha. happy birthday JB! "
"4","1467822531","Mon Apr 06 22:22:49 PDT 2009","NO_QUERY","Hollywood_Trey","@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! "
"4","1467822635","Mon Apr 06 22:22:51 PDT 2009","NO_QUERY","JJLuver756","@nileyjileyluver Haha, don't worry! You'll get the hang of it! "
"4","1467822729","Mon Apr 06 22:22:52 PDT 2009","NO_QUERY","tophatdog","@soundwav2010 At least I won't be the only one feeling lost! This may cause me many later than usual nights, already addicting "
"4","1467822796","Mon Apr 06 22:22:53 PDT 2009","NO_QUERY","toothfairycyber","@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?"
"4","1467822814","Mon Apr 06 22:22:54 PDT 2009","NO_QUERY","misstoriblack","Just added tweetie to my new iPhone "
"4","1467822899","Mon Apr 06 22:22:58 PDT 2009","NO_QUERY","estariray","@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )"
"4","1467822924","Mon Apr 06 22:22:55 PDT 2009","NO_QUERY","ddjuli","@nicolerichie: your picture is very sweet "
"4","1467822936","Mon Apr 06 22:22:57 PDT 2009","NO_QUERY","adamjackson","Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
